Net Profit,Total Trades,% Profitable,Avg Trade,Max Intraday Drawdown,Profit Factor,Return on Account,Custom Fitness Value,simulationCount (_RandomStratTypeTrades)
989.997,8,37.5,123.749625,-6853.573,1.19541700338369,22.1794737086186,0,267
-23939.233,92,38.0434782608696,-260.209054347826,-25836.545,0.565068468573909,-97.3672103990211,0,268
3387.139,10,60,338.7139,-5501.429,1.99569402787417,163.686284212871,0,269
-6406.705,28,39.2857142857143,-228.810892857143,-8185.27,0.452660889397382,-87.6333608086441,0,270
-1283.215,2,50,-641.6075,-2229.643,0.139401048373251,-86.0598951626749,0,271
-4813.25,18,27.7777777777778,-267.402777777778,-8060.875,0.607522168993986,-95.3048040987055,0,272
-71.5,2,50,-35.75,-2257.5,0.794244604316547,-20.5755395683453,0,273
-875.715,1,0,-875.715,-1527.5,0,-100,0,274
-13388.944,73,31.5068493150685,-183.410191780822,-21888.401,0.678008785882907,-69.2797919227673,0,275
-10179.734,13,23.0769230769231,-783.056461538461,-10324.823,0.209637120013218,-100,0,276
-1858.75,3,0,-619.583333333333,-2628.125,0,-100,0,277
-26505.041,145,31.7241379310345,-182.793386206897,-29456.991,0.632181094459454,-92.1967863530184,0,278
-16488.347,46,32.6086956521739,-358.442326086957,-18490.847,0.470364024880161,-92.8615064096914,0,279
-3701.084,33,36.3636363636364,-112.154060606061,-9546.431,0.748146167175841,-45.8156051019674,0,280
0,0,0,0,0,0,0,0,281
-5860.895,13,38.4615384615385,-450.838076923077,-8813.572,0.352732240044891,-79.2261222437305,0,282
-11968.407,50,42,-239.36814,-16062.692,0.576428068019205,-81.1859019994401,0,283
-828.038,6,66.6666666666667,-138.006333333333,-4783.751,0.655880454699032,-35.1554900972633,0,284
3617.653,31,45.1612903225806,116.698483870968,-6307.5,1.35312469191357,112.120947274236,0,285
404.788,86,40.6976744186046,4.70683720930233,-10922.86,1.01199244252263,5.05758988951812,0,286
-2349.11,11,36.3636363636364,-213.555454545455,-7332.68,0.648815709237209,-62.0607046268065,0,287
-681.031,7,42.8571428571429,-97.2901428571429,-3351.474,0.807918854627986,-24.9571972401015,0,288
3247.18,35,48.5714285714286,92.7765714285714,-8233.755,1.27495581009879,54.0339957663791,0,289
-7760.746,81,40.7407407407407,-95.8116790123457,-17237.344,0.764402760424221,-48.3190839980771,0,290
2361.071,3,33.3333333333333,787.023666666667,-2837.5,2.26939301075269,126.939301075269,0,291
-4760.901,66,48.4848484848485,-72.1348636363636,-12948.219,0.834791341914669,-40.1993832926673,0,292
-6041.475,5,0,-1208.295,-6288.617,0,-100,0,293
-15881,57,31.5789473684211,-278.614035087719,-25303.5,0.549302569778497,-65.6728144901166,0,294
9115,47,48.936170212766,193.936170212766,-3857.5,1.80414644905161,293.086816720257,0,295
-13527.353,84,33.3333333333333,-161.039916666667,-21108.326,0.637293137870888,-70.0570939799651,0,296
-13076.268,56,28.5714285714286,-233.504785714286,-15363.423,0.569460563185142,-94.3593312401424,0,297
-10762.5,38,36.8421052631579,-283.223684210526,-13877.25,0.622848131762232,-90.3709301593299,0,298
-1876.5,7,28.5714285714286,-268.071428571429,-4621.25,0.483164635405908,-51.6835364594092,0,299
-10099.295,50,34,-201.9859,-18174.645,0.739227066711664,-61.9866981990257,0,300
-33602.331,65,32.3076923076923,-516.958938461538,-33718.223,0.34821242393963,-100,0,301
-123.25,16,50,-7.703125,-3927,0.97224411665353,-3.5081477264641,0,302
-529.291,13,23.0769230769231,-40.7146923076923,-4632.322,0.904774798373894,-18.9898300609134,0,303
3692.5,63,39.6825396825397,58.6111111111111,-10782.5,1.12017900732303,41.6056338028169,0,304
3214.75,3,66.6666666666667,1071.58333333333,-4611,5.850622406639,485.0622406639,0,305
-21964.882,69,24.6376811594203,-318.331623188406,-22598.194,0.482937505134754,-100,0,306
-12505.846,67,32.8358208955224,-186.654417910448,-14851.97,0.706702984098186,-96.3693000894968,0,307
0,0,0,0,0,0,0,0,308
-2212.059,22,36.3636363636364,-100.548136363636,-5601.252,0.799032656958168,-59.0275602254515,0,309
