Net Profit,Total Trades,% Profitable,Avg Trade,Max Intraday Drawdown,Profit Factor,Return on Account,Custom Fitness Value,simulationCount (_RandomStratTypeTrades)
43405.716,214,67.2897196261682,202.830448598131,-13117.5,1.70196031373817,392.456745027125,0,127
51648.235,364,66.2087912087912,141.890755494505,-12727.5,1.57605466275247,479.556499535747,0,128
38347.5,200,66.5,191.7375,-14582.5,1.59428150788424,322.586750788644,0,129
42272.5,376,63.563829787234,112.426861702128,-14245,1.46874393590774,370.974111452391,0,130
38347.5,200,66.5,191.7375,-14582.5,1.59428150788424,322.586750788644,0,131
37635,334,63.1736526946108,112.679640718563,-14630,1.44538461538462,282.015736230798,0,132
53487.5,416,62.5,128.575721153846,-9727.5,1.67236529909964,703.089056851791,0,133
40800.389,259,65.6370656370656,157.530459459459,-12223.928,1.64619666602127,391.598723016418,0,134
40477.5,250,65.2,161.91,-11787.5,1.53855109100585,417.940113577698,0,135
36562.544,333,62.7627627627628,109.797429429429,-9967.5,1.44959601026552,466.491905984435,0,136
51412.5,136,70.5882352941177,378.033088235294,-10810,2.22578530130536,592.651296829971,0,137
47155,136,66.9117647058823,346.727941176471,-14245,2.05215596586155,379.059485530547,0,138
44057.5,231,70.1298701298701,190.725108225108,-13567.5,1.66459252554965,427.017203779985,0,139
40803.77,320,63.75,127.51178125,-10550,1.5121306903037,432.014505029116,0,140
26082.5,333,63.3633633633634,78.3258258258258,-14502.5,1.2823335205093,225.87140073609,0,141
41370,143,66.4335664335664,289.300699300699,-15215,1.73408007097704,325.235849056604,0,142
39244.5,175,66.8571428571429,224.254285714286,-11163,1.70636991972353,464.899603151099,0,143
49464.922,174,67.816091954023,284.28116091954,-11837.142,1.89017301074677,505.776298568507,0,144
41047.5,143,67.1328671328671,287.045454545455,-12882.5,1.7617965016471,363.252212389381,0,145
49500,300,65,165,-10660,1.60244079802107,618.363522798251,0,146
33390.495,158,67.0886075949367,211.332246835443,-16014.841,1.63722443958239,234.198613893011,0,147
35788,122,65.5737704918033,293.344262295082,-14099,1.89833826999347,305.86727062946,0,148
43745,206,68.4466019417476,212.354368932039,-14355,1.65530671859786,376.22016770587,0,149
37365.018,133,67.6691729323308,280.939984962406,-13602.678,1.70697747549846,317.387581653044,0,150
44610.19,154,66.8831168831169,289.676558441558,-12153.839,1.84692801097003,460.428643720883,0,151
38347.5,200,66.5,191.7375,-14582.5,1.59428150788424,322.586750788644,0,152
36880,301,65.4485049833887,122.524916943522,-10355,1.47490583652577,420.524515393387,0,153
28405.801,251,62.5498007968127,113.170521912351,-14574.239,1.38680740566935,230.627611740413,0,154
45721,231,69.6969696969697,197.926406926407,-10707.5,1.72722067252921,498.050108932462,0,155
53580.985,272,68.75,196.988915441176,-13552.5,1.74172723890605,465.314676508901,0,156
42810.552,131,67.175572519084,326.798106870229,-12827.5,1.9452745844842,543.940610227171,0,157
41606.75,188,67.5531914893617,221.3125,-14777.5,1.70117925621332,356.374732334047,0,158
35810.532,334,62.874251497006,107.217161676647,-13567.5,1.44017904462236,303.736488549618,0,159
41415.364,133,72.1804511278196,311.393714285714,-14213.125,1.91639406496952,335.153257929706,0,160
38552.5,429,61.5384615384615,89.8659673659674,-10642.5,1.43466373527256,442.496413199426,0,161
51430.723,197,68.0203045685279,261.069659898477,-10625,1.83469660868331,579.011798480158,0,162
47001.5,187,70.0534759358289,251.344919786096,-12977.5,1.82035640730268,435.400648448356,0,163
45154.653,270,65.1851851851852,167.239455555556,-12948.214,1.64052727424535,420.308605972105,0,164
37468.125,418,62.6794258373206,89.6366626794258,-15629.375,1.42406643700439,263.222832052689,0,165
36139.25,250,66,144.557,-16465,1.49326254081887,259.807692307692,0,166
41113.572,231,66.6666666666667,177.980831168831,-11582.5,1.58462094472054,426.047378238342,0,167
35668.125,166,69.8795180722892,214.868222891566,-14001.875,1.60590521085489,284.605026929982,0,168
42272.5,376,63.563829787234,112.426861702128,-14245,1.46874393590774,370.974111452391,0,169
35755,334,62.874251497006,107.050898203593,-13567.5,1.43919665888711,303.265479219678,0,170
49486.287,159,67.9245283018868,311.234509433962,-14320.758,2.03354647764888,405.517010293481,0,171
46512.5,158,67.0886075949367,294.382911392405,-10337.5,1.92599044395779,583.961079723792,0,172
40559.2,333,65.1651651651652,121.799399399399,-14155,1.47665236399321,345.625905411163,0,173
30692.5,90,70,341.027777777778,-11555,1.95384973972496,344.472502805836,0,174
48040.92,207,68.1159420289855,232.081739130435,-14331.07,1.73583449983741,415.990204847873,0,175
38772.75,157,68.1528662420382,246.960191082803,-13423.875,1.77608556952524,385.937713852011,0,176
50768.25,300,66.6666666666667,169.2275,-9335,1.71900282186824,625.224753694581,0,177
46244.951,251,65.3386454183267,184.242832669323,-10355,1.64233890280899,510.329377710904,0,178
38347.5,200,66.5,191.7375,-14582.5,1.59428150788424,322.586750788644,0,179
51412.5,136,70.5882352941177,378.033088235294,-10810,2.22578530130536,592.651296829971,0,180
35917.5,250,66,143.67,-16465,1.48875659125702,254.869611495476,0,181
46505.906,162,67.2839506172839,287.073493827161,-12822.5,1.89293697445092,649.953467844037,0,182
38178.5,112,63.3928571428571,340.879464285714,-13361.75,1.90411996992463,338.465630159909,0,183
51412.5,136,70.5882352941177,378.033088235294,-10810,2.22578530130536,592.651296829971,0,184
40712.5,150,66.6666666666667,271.416666666667,-14305,1.78165498704041,358.384683098592,0,185
51490.645,159,67.2955974842767,323.840534591195,-9932.5,1.97661379709838,801.968138169171,0,186
46095.125,197,69.0355329949239,233.985406091371,-11032.5,1.74466031376778,507.23658872077,0,187
33231.456,71,70.4225352112676,468.048676056338,-10657.185,2.41373441301664,363.964992110421,0,188
35917.5,250,66,143.67,-16465,1.48875659125702,254.869611495476,0,189
44057.5,231,70.1298701298701,190.725108225108,-13567.5,1.66459252554965,427.017203779985,0,190
31762.176,106,67.9245283018868,299.643169811321,-11180,1.89819293191516,405.948112751777,0,191
38422.5,150,67.3333333333333,256.15,-15782.5,1.66775286757039,261.466485199047,0,192
